"","age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","salary"
"387",29,"Private",134152,"HS-grad",9,"Separated","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"390",19,"Private",232392,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Female",0,0,40,"United-States","<=50K"
"391",35,"Private",220098,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States",">50K"
"392",27,"Private",301302,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"394",34,"State-gov",98101,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,45,"?",">50K"
"395",34,"Private",196164,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"398",20,"?",137300,"HS-grad",9,"Never-married","?","Other-relative","White","Female",0,0,35,"United-States","<=50K"
"399",25,"Private",86872,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
"400",52,"Self-emp-inc",132178,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"403",50,"State-gov",288353,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K"
"406",41,"Private",445382,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,65,"United-States",">50K"
"407",28,"Private",110145,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
"408",46,"Self-emp-not-inc",317253,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,25,"United-States","<=50K"
"412",24,"Private",241951,"HS-grad",9,"Never-married","Handlers-cleaners","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"414",46,"Private",188386,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,60,"United-States",">50K"
"420",34,"State-gov",240283,"HS-grad",9,"Divorced","Transport-moving","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"423",32,"State-gov",92003,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K"
"424",29,"Private",188401,"HS-grad",9,"Divorced","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"426",25,"Private",133373,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
"427",36,"Federal-gov",255191,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1408,40,"United-States","<=50K"
"428",23,"Private",204653,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,72,"Dominican-Republic","<=50K"
"429",63,"Self-emp-inc",222289,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"430",47,"Local-gov",287480,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"431",80,"?",107762,"HS-grad",9,"Widowed","?","Not-in-family","White","Male",0,0,24,"United-States","<=50K"
"433",40,"Self-emp-not-inc",204116,"Bachelors",13,"Married-spouse-absent","Prof-specialty","Not-in-family","White","Female",2174,0,40,"United-States","<=50K"
"436",33,"Private",208405,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"437",34,"Local-gov",284843,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","Black","Male",594,0,60,"United-States","<=50K"
"441",29,"Private",363425,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"442",45,"Private",45857,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,28,"United-States","<=50K"
"443",24,"Federal-gov",191073,"HS-grad",9,"Never-married","Armed-Forces","Own-child","White","Male",0,0,40,"United-States","<=50K"
"447",44,"Private",290521,"HS-grad",9,"Widowed","Exec-managerial","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"448",51,"Private",56915,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
"449",20,"Private",146538,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"451",19,"Private",206399,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","Black","Female",0,0,40,"United-States","<=50K"
"453",60,"Private",245062,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"455",44,"Self-emp-not-inc",234885,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States",">50K"
"457",30,"Private",180374,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
"459",23,"Private",54012,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
"462",54,"Local-gov",288825,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
"463",32,"Private",132601,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
"465",24,"Private",170070,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
"466",37,"Private",126708,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,60,"United-States","<=50K"
"467",52,"Private",35598,"HS-grad",9,"Divorced","Transport-moving","Unmarried","White","Male",0,0,40,"United-States","<=50K"
"469",49,"Private",192776,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,45,"United-States",">50K"
"470",30,"Private",118551,"Bachelors",13,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,16,"United-States",">50K"
"473",35,"Private",285020,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"474",30,"Private",303990,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
"476",46,"Private",279196,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"480",23,"Private",197904,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,35,"United-States","<=50K"
"483",28,"State-gov",70100,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
"484",41,"Private",193626,"HS-grad",9,"Married-spouse-absent","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"488",59,"Local-gov",286967,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","<=50K"
"489",45,"Local-gov",164427,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"490",38,"Private",91039,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,60,"United-States",">50K"
"491",40,"Private",347934,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"492",46,"Federal-gov",371373,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"494",34,"Private",187251,"HS-grad",9,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,25,"United-States","<=50K"
"495",33,"Private",178107,"Bachelors",13,"Never-married","Craft-repair","Own-child","White","Male",0,0,20,"United-States","<=50K"
"496",41,"Private",343121,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,36,"United-States","<=50K"
"500",72,"?",303588,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,20,"United-States","<=50K"
"501",23,"Local-gov",324960,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"Poland","<=50K"
"502",62,"Local-gov",114060,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
"505",25,"Private",181054,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"506",24,"Private",388093,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"509",47,"Local-gov",543162,"HS-grad",9,"Separated","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"510",39,"Private",91996,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"515",28,"Private",189346,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"520",34,"Private",108116,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"521",38,"Self-emp-inc",99146,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,80,"United-States",">50K"
"522",50,"Private",196232,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,50,"United-States",">50K"
"527",42,"Private",221172,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"529",38,"Self-emp-not-inc",190387,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
"530",44,"Self-emp-not-inc",202692,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"532",26,"Private",108658,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"533",36,"Private",197202,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United-States","<=50K"
"539",31,"Self-emp-inc",41493,"Bachelors",13,"Never-married","Farming-fishing","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"540",34,"?",190027,"HS-grad",9,"Never-married","?","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"542",29,"Private",133937,"Doctorate",16,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
"544",27,"Private",163862,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"546",32,"Private",84179,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"549",21,"Private",259510,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,36,"United-States","<=50K"
"552",36,"Self-emp-not-inc",27053,"HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"554",35,"Private",229328,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","Black","Female",0,0,40,"United-States","<=50K"
"557",35,"Private",54576,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"558",31,"Private",323069,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,20,"?","<=50K"
"559",34,"Private",148291,"HS-grad",9,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,32,"United-States","<=50K"
"561",28,"Private",114053,"Bachelors",13,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
"562",54,"Private",212960,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,35,"United-States",">50K"
"564",24,"Private",82804,"HS-grad",9,"Never-married","Handlers-cleaners","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"565",52,"Self-emp-not-inc",334273,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"566",20,"Private",27337,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Amer-Indian-Eskimo","Male",0,0,48,"United-States","<=50K"
"567",43,"Self-emp-inc",188436,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",5013,0,45,"United-States","<=50K"
"569",29,"Self-emp-not-inc",110663,"HS-grad",9,"Separated","Craft-repair","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
"570",47,"Private",87490,"Masters",14,"Divorced","Exec-managerial","Unmarried","White","Male",0,0,42,"United-States","<=50K"
"571",24,"Private",354351,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
"572",51,"Private",95469,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"575",27,"Private",158156,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,70,"United-States","<=50K"
"576",29,"Private",350162,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Male",0,0,40,"United-States",">50K"
"579",58,"Local-gov",283635,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"582",57,"Private",69884,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"583",59,"Private",199713,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"584",27,"Private",181659,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"585",31,"Self-emp-not-inc",340939,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"590",57,"Self-emp-inc",103948,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,80,"United-States","<=50K"
"591",42,"?",137390,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States","<=50K"
"592",55,"?",105138,"HS-grad",9,"Married-civ-spouse","?","Wife","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
"594",31,"Private",168387,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,40,"Canada",">50K"
"595",23,"Private",117789,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"596",27,"Private",267147,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
"600",49,"Private",136455,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"601",32,"Private",239824,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"606",48,"Private",45612,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,37,"United-States","<=50K"
"607",51,"Private",410114,"Masters",14,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"608",29,"Private",182521,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
"609",36,"Local-gov",339772,"HS-grad",9,"Separated","Exec-managerial","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"611",52,"Private",200853,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",6849,0,60,"United-States","<=50K"
"612",24,"Private",247564,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"613",24,"Private",249909,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,50,"United-States","<=50K"
"614",26,"Local-gov",208122,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",1055,0,40,"United-States","<=50K"
"615",27,"Private",109881,"Bachelors",13,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
"616",39,"Private",207824,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,60,"United-States","<=50K"
"617",30,"Private",369027,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,45,"United-States","<=50K"
"618",50,"Self-emp-not-inc",114117,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,32,"United-States","<=50K"
"619",52,"Self-emp-inc",51048,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","<=50K"
"621",23,"Private",190483,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
"626",30,"Private",124187,"HS-grad",9,"Never-married","Farming-fishing","Own-child","Black","Male",0,0,60,"United-States","<=50K"
"627",34,"Private",153614,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
"628",38,"Self-emp-not-inc",267556,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,64,"United-States","<=50K"
